,Equal Weight  (Rolling 36m),Equal Weight  (Expanding),Min Volatility  (Rolling 36m),Min Volatility  (Expanding),Max Diversification  (Rolling 36m),Max Diversification  (Expanding)
2020-08-31,2.891186558893062,2.891186558893062,2.505710531868769,2.460190067837585,2.43114616812334,2.4203314500877036
2020-09-30,2.819040253392787,2.819040253392787,2.481200938337762,2.4347341908610765,2.403212742974243,2.3865813323919958
2020-10-31,2.7824861349567667,2.7824861349567667,2.4701833257811034,2.4115109552263148,2.391188200452776,2.364941915002515
2020-11-30,2.944936936879964,2.944936936879964,2.477027163864678,2.442351672383838,2.410554000544024,2.416054443491992
2020-12-31,3.0254095645268357,3.0254095645268357,2.4961365115733716,2.45767304223595,2.4349087265613543,2.4443165339480086
2021-01-31,3.027344172893555,3.027344172893555,2.4852935369086397,2.435834309838636,2.4271824974707554,2.429302440897945
2021-02-28,3.110602109642714,3.110602109642714,2.491473962299439,2.4315068329885507,2.4415026471067764,2.4428794376911585
2021-03-31,3.1440882831098866,3.1440882831098866,2.4215789105393917,2.3814417126433622,2.3810519891042965,2.404876148985745
2021-04-30,3.3123733968334554,3.3123733968334554,2.4673767174411534,2.416676485898086,2.436826556149741,2.4610065906318925
2021-05-31,3.349386780464114,3.349386780464114,2.4866030791575224,2.431609502202742,2.457125434968419,2.4802126333068197
2021-06-30,3.4143547219390404,3.4143547219390404,2.518266734667879,2.4631289797339093,2.490348716929142,2.515331220292939
2021-07-31,3.5056252504760965,3.5056252504760965,2.570288381066684,2.5129789108875187,2.5443866408639964,2.5677232401393035
2021-08-31,3.5521635999608407,3.5521635999608407,2.580617962659112,2.531457824703788,2.556557017615689,2.5885311302815315
2021-09-30,3.498077135086166,3.498077135086166,2.5853677697419353,2.5146439617469127,2.5569249084427392,2.5738779658208433
2021-10-31,3.627399032204772,3.627399032204772,2.5682601615959597,2.509548171580044,2.5519491806039496,2.5881682189578394
2021-11-30,3.5368693582152937,3.5368693582152937,2.5362136881048913,2.4933890930188847,2.5162256696888843,2.557645644392252
2021-12-31,3.703159437912918,3.703159437912918,2.583031767657188,2.536210360241288,2.571248046662815,2.6131426779481393
2022-01-31,3.636000555698033,3.636000555698033,2.561098882367626,2.492102056852876,2.5476984298757532,2.5798106047448432
