,Strategy,US_Equities,US_10Yr_Bond,US_REITs,US_Commodities
2018-08-31,Max Diversification  (Expanding),0.18746717986338265,0.6317341620778595,0.018578934072705403,0.16221972398605253
2018-09-30,Max Diversification  (Expanding),0.18758452869647374,0.6316868834631687,0.018470504921508493,0.16225808291884897
2018-10-31,Max Diversification  (Expanding),0.18760441950868953,0.6315439588367499,0.018325695264068183,0.16252592639049243
2018-11-30,Max Diversification  (Expanding),0.18448576057488683,0.631467926497345,0.01989398562169438,0.1641523273060737
2018-12-31,Max Diversification  (Expanding),0.18439089915392523,0.631438403559081,0.019928048380000517,0.16424264890699336
2019-01-31,Max Diversification  (Expanding),0.18399760545798607,0.6350531818474687,0.018370047637622254,0.16257916505692296
2019-02-28,Max Diversification  (Expanding),0.1830760763791087,0.6368840270900825,0.017384016841036177,0.16265587968977271
2019-03-31,Max Diversification  (Expanding),0.18270433261110652,0.6369078903723875,0.01765293859283938,0.16273483842366668
2019-04-30,Max Diversification  (Expanding),0.18264143239290878,0.6368151275878516,0.017559441140619796,0.1629839988786199
2019-05-31,Max Diversification  (Expanding),0.182146048182383,0.6367119248127988,0.017901281697797918,0.16324074530702026
2019-06-30,Max Diversification  (Expanding),0.1812411270374737,0.6378042932313431,0.018145454254164573,0.1628091254770186
2019-07-31,Max Diversification  (Expanding),0.17671334113007608,0.6356158987270274,0.02241676258134633,0.16525399756155018
2019-08-31,Max Diversification  (Expanding),0.17676561921645775,0.6356036211361495,0.02239746161732441,0.16523329803006842
2019-09-30,Max Diversification  (Expanding),0.17832151253689849,0.6343118686183845,0.021335652446630368,0.16603096639808665
2019-10-31,Max Diversification  (Expanding),0.17842283758651645,0.6342964111286398,0.021273221845740105,0.1660075294391037
2019-11-30,Max Diversification  (Expanding),0.1783397508865696,0.634408807505098,0.021302592551163367,0.165948849057169
2019-12-31,Max Diversification  (Expanding),0.17985141092365833,0.6342491314314962,0.020590390437757237,0.1653090672070883
2020-01-31,Max Diversification  (Expanding),0.17951219873251933,0.6346825227537445,0.020740566627762972,0.1650647118859732
2020-02-29,Max Diversification  (Expanding),0.17945900232505763,0.6351309694039696,0.02074442599886469,0.16466560227210805
2020-03-31,Max Diversification  (Expanding),0.17941040741455713,0.6374376238264436,0.019613713928007145,0.16353825483099202
2020-04-30,Max Diversification  (Expanding),0.1783906602514696,0.6433654763781473,0.017679052163056073,0.16056481120732694
2020-05-31,Max Diversification  (Expanding),0.17294853156067017,0.6430356515526559,0.018522667329181102,0.16549314955749292
2020-06-30,Max Diversification  (Expanding),0.1723347427798341,0.6436389023695858,0.018867399112552093,0.1651589557380281
2020-07-31,Max Diversification  (Expanding),0.17229708180043224,0.6436790733458755,0.018820258760191593,0.16520358609350072
2020-08-31,Max Diversification  (Expanding),0.17102202985868672,0.6443165860467052,0.019917239467582035,0.16474414462702613
2020-09-30,Max Diversification  (Expanding),0.16924143953181972,0.6454770552490425,0.021267207494754758,0.16401429772438308
2020-10-31,Max Diversification  (Expanding),0.16864222291664396,0.6458001538980372,0.021518374268706696,0.1640392489166121
2020-11-30,Max Diversification  (Expanding),0.1680233100403693,0.6454150498340041,0.021450084340535722,0.16511155578509087
2020-12-31,Max Diversification  (Expanding),0.16732054408116015,0.6474033821769019,0.02057291500650817,0.16470315873542987
2021-01-31,Max Diversification  (Expanding),0.1671234877155769,0.6479623128612314,0.020472924585795905,0.16444127483739593
2021-02-28,Max Diversification  (Expanding),0.16646797804307908,0.6474169881107379,0.02064340454558025,0.16547162930060286
2021-03-31,Max Diversification  (Expanding),0.16611276786887377,0.6477539508916391,0.020346605343401897,0.1657866758960852
2021-04-30,Max Diversification  (Expanding),0.16852897228167257,0.6456727291076159,0.02127191252682741,0.16452638608388429
2021-05-31,Max Diversification  (Expanding),0.16865933831718227,0.647388215785937,0.020567651646378755,0.163384794250502
2021-06-30,Max Diversification  (Expanding),0.1686745955340344,0.6474141067008327,0.020592024734134247,0.16331927303099875
2021-07-31,Max Diversification  (Expanding),0.1686123869318282,0.6473952117854211,0.020680805528149566,0.16331159575460102
2021-08-31,Max Diversification  (Expanding),0.1687972813761737,0.6470818637949648,0.020614677738063872,0.16350617709079773
2021-09-30,Max Diversification  (Expanding),0.16870580456201414,0.6470891286272543,0.020614208942854373,0.16359085786787714
2021-10-31,Max Diversification  (Expanding),0.1676411466830219,0.6466012101853318,0.020378942402795617,0.1653787007288508
2021-11-30,Max Diversification  (Expanding),0.16832377859961725,0.6469968847441936,0.019924885555739798,0.1647544511004494
2021-12-31,Max Diversification  (Expanding),0.1689943470089087,0.6476295475222261,0.019606554805720794,0.16376955066314436
2022-01-31,Max Diversification  (Expanding),0.16918278895454872,0.6482146915835503,0.018920461270788363,0.1636820581911126
2022-02-28,Max Diversification  (Expanding),0.1662861647871633,0.6465638659023215,0.018293889307588584,0.16885608000292673
2022-03-31,Max Diversification  (Expanding),0.16523178301905858,0.6459948502850629,0.018100791009073393,0.17067257568680513
2022-04-30,Max Diversification  (Expanding),0.16490397153933126,0.6470453504979179,0.01756970939719568,0.17048096856555522
2022-05-31,Max Diversification  (Expanding),0.15584735380029408,0.6412027354458071,0.021871077609443318,0.18107883314445553
2022-06-30,Max Diversification  (Expanding),0.1560493344897604,0.6409947609650356,0.02151540857554579,0.18144049596965814
2022-07-31,Max Diversification  (Expanding),0.1545025769688094,0.6426369023186779,0.023103212797258514,0.17975730791525432
2022-08-31,Max Diversification  (Expanding),0.1520301959880008,0.6429241770045476,0.02384667612832503,0.18119895087912663
2022-09-30,Max Diversification  (Expanding),0.1517486937410925,0.6431614157399873,0.02364672418734991,0.18144316633157034
2022-10-31,Max Diversification  (Expanding),0.15155712886754938,0.6405088637298929,0.023972621682640666,0.18396138571991696
2022-11-30,Max Diversification  (Expanding),0.15527134537980972,0.6398106760644628,0.02224810970504833,0.18266986885067926
2022-12-31,Max Diversification  (Expanding),0.15473093012579114,0.6400992069178278,0.02220329005029289,0.18296657290608817
2023-01-31,Max Diversification  (Expanding),0.1552807967201322,0.6405953503728015,0.02172651181161131,0.182397341095455
2023-02-28,Max Diversification  (Expanding),0.15465617872303863,0.6406282308075667,0.021455574470410094,0.18326001599898445
2023-03-31,Max Diversification  (Expanding),0.15580166764796277,0.6406542250860073,0.020766867043372307,0.18277724022265768
2023-04-30,Max Diversification  (Expanding),0.15494305145368464,0.6403658320173861,0.021582213802659546,0.1831089027262698
2023-05-31,Max Diversification  (Expanding),0.15450646212236754,0.6399761801983043,0.021942357959823158,0.18357499971950506
2023-06-30,Max Diversification  (Expanding),0.15628167881460112,0.6401679265858974,0.021031904489180395,0.1825184901103212
2023-07-31,Max Diversification  (Expanding),0.15641976012898773,0.6408756095446955,0.020594993901957355,0.18210963642435943
2023-08-31,Max Diversification  (Expanding),0.15618245692592841,0.6413979104456934,0.02046393518825931,0.1819556974401189
2023-09-30,Max Diversification  (Expanding),0.15636548536979974,0.6408079415657744,0.020335187534383896,0.18249138553004202
2023-10-31,Max Diversification  (Expanding),0.15582493317487137,0.6407810443531402,0.01986622316035937,0.18352779931162916
2023-11-30,Max Diversification  (Expanding),0.15563727471024796,0.6393537673657317,0.019967161032777462,0.18504179689124284
2023-12-31,Max Diversification  (Expanding),0.15340268087876283,0.6386110763526245,0.019372083588087292,0.18861415918052546
2024-01-31,Max Diversification  (Expanding),0.15271095112343294,0.6370382609725387,0.018221130608663164,0.19202965729536528
2024-02-29,Max Diversification  (Expanding),0.1524869085552829,0.6368970478308956,0.018605080844033686,0.19201096276978785
2024-03-31,Max Diversification  (Expanding),0.15374466094280967,0.6367072458661724,0.01805318429885338,0.19149490889216453
2024-04-30,Max Diversification  (Expanding),0.15349729686718766,0.6368825302889488,0.018229721156912654,0.1913904516869509
2024-05-31,Max Diversification  (Expanding),0.152679761178982,0.6361514385279838,0.017622624338637823,0.19354617595439644
2024-06-30,Max Diversification  (Expanding),0.15224482515400628,0.6362883592194118,0.017667301543484865,0.19379951408309706
2024-07-31,Max Diversification  (Expanding),0.15163899619089224,0.6359796035017431,0.017874714808754376,0.19450668549861033
2024-08-31,Max Diversification  (Expanding),0.15080833525766196,0.6357339445519467,0.018878402239920676,0.19457931795047076
2024-09-30,Max Diversification  (Expanding),0.15102875777836902,0.634646947641628,0.018607384349710456,0.19571691023029245
2024-10-31,Max Diversification  (Expanding),0.1514843136746521,0.6345280846670466,0.018711937053559998,0.19527566460474133
2024-11-30,Max Diversification  (Expanding),0.15255094293828386,0.6332788351004115,0.01852287576419834,0.19564734619710636
2024-12-31,Max Diversification  (Expanding),0.15388745677263646,0.6330443253607161,0.018035430167875156,0.19503278769877236
2025-01-31,Max Diversification  (Expanding),0.15346477025284805,0.632982418778822,0.018326269071222097,0.19522654189710795
2025-02-28,Max Diversification  (Expanding),0.15348132487581287,0.6330455365396923,0.018110535710870675,0.19536260287362428
2025-03-31,Max Diversification  (Expanding),0.1542984029775493,0.6328795545804414,0.01763557026208358,0.1951864721799258
2025-04-30,Max Diversification  (Expanding),0.1562153774216275,0.6324660387070464,0.01698552897416836,0.19433305489715763
2025-05-31,Max Diversification  (Expanding),0.15650374059629932,0.6328974481764241,0.016723467105273032,0.19387534412200358
2025-06-30,Max Diversification  (Expanding),0.15749428478742275,0.6328963754321674,0.01613271759818863,0.19347662218222128
2025-07-31,Max Diversification  (Expanding),0.15659033967846864,0.632916540004941,0.016884649262286756,0.1936084710543035
2025-08-31,Max Diversification  (Expanding),0.15663309368437228,0.6329004568752891,0.01686172889177735,0.19360472054856134
2025-09-30,Max Diversification  (Expanding),0.15673985236770208,0.6327854645110591,0.01682428432449576,0.1936503987967431
2025-10-31,Max Diversification  (Expanding),0.15587278608584643,0.6324389637126668,0.01780436678787098,0.19388388341361582
2025-11-30,Max Diversification  (Expanding),0.1550849985544773,0.6321853424272534,0.018880063326135153,0.1938495956921341
2025-12-31,Max Diversification  (Expanding),0.15519124348128666,0.6322310844704347,0.018782320322193118,0.19379535172608547
2026-01-31,Max Diversification  (Expanding),0.15526885120660655,0.632245845795518,0.01869585827906329,0.19378944471881215
2026-02-28,Max Diversification  (Expanding),0.15578635717612171,0.6330760250775198,0.018399920556160083,0.19273769719019826
2026-03-31,Max Diversification  (Expanding),0.15607907803045884,0.6330174122227291,0.018268409001307346,0.1926351007455047
